[ 2026-01-16 19:14:53,506 ] 15 root - INFO - Initiated the data ingestion
[ 2026-01-16 19:14:56,062 ] 62 root - INFO - Performed train test split on the dataframe
[ 2026-01-16 19:14:56,062 ] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-01-16 19:14:56,062 ] 72 root - INFO - Exporting train and test file path.
[ 2026-01-16 19:14:56,162 ] 81 root - INFO - Exported train and test file path
[ 2026-01-16 19:14:56,162 ] 17 root - INFO - Data Initation completed
[ 2026-01-16 19:14:56,194 ] 21 root - INFO - Initiate the data validation
[ 2026-01-16 19:14:56,237 ] 33 root - INFO - Required number of columns: 2
[ 2026-01-16 19:14:56,237 ] 34 root - INFO - Data frame has columns: 31
[ 2026-01-16 19:14:56,237 ] 33 root - INFO - Required number of columns: 2
[ 2026-01-16 19:14:56,237 ] 34 root - INFO - Data frame has columns: 31
[ 2026-01-16 19:14:56,511 ] 23 root - INFO - Data Validation completed
[ 2026-01-16 19:14:56,511 ] 26 root - INFO - Data Transformation started
[ 2026-01-16 19:14:56,511 ] 56 root - INFO - Entered initiate_datat_transformation method of DataTransformation class
[ 2026-01-16 19:14:56,511 ] 58 root - INFO - Starting data transformation
[ 2026-01-16 19:14:56,556 ] 42 root - INFO - Entered get_data_transformer_object method of DataTransformation class
