[ 2026-01-18 01:03:31,702 ] 164 numexpr.utils - INFO - NumExpr defaulting to 12 threads.
[ 2026-01-18 01:03:55,836 ] 1025 httpx - INFO - HTTP Request: POST https://dagshub.com/login/oauth/middleman "HTTP/1.1 200 OK"
[ 2026-01-18 01:03:56,584 ] 1025 httpx - INFO - HTTP Request: POST https://dagshub.com/login/oauth/access_token "HTTP/1.1 200 OK"
[ 2026-01-18 01:03:57,290 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2026-01-18 01:03:57,295 ] 107 dagshub - INFO - Accessing as SulaimanMansaray335
[ 2026-01-18 01:03:58,064 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/SulaimanMansaray335/Network-Security-Project "HTTP/1.1 200 OK"
[ 2026-01-18 01:03:58,721 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2026-01-18 01:03:58,725 ] 107 dagshub - INFO - Initialized MLflow to track repo "SulaimanMansaray335/Network-Security-Project"
[ 2026-01-18 01:03:58,726 ] 107 dagshub - INFO - Repository SulaimanMansaray335/Network-Security-Project initialized!
[ 2026-01-18 01:03:58,726 ] 16 root - INFO - Initiated the data ingestion
[ 2026-01-18 01:04:01,689 ] 62 root - INFO - Performed train test split on the dataframe
[ 2026-01-18 01:04:01,689 ] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-01-18 01:04:01,690 ] 72 root - INFO - Exporting train and test file path.
[ 2026-01-18 01:04:01,891 ] 81 root - INFO - Exported train and test file path
[ 2026-01-18 01:04:01,891 ] 18 root - INFO - Data Initation completed
[ 2026-01-18 01:04:02,009 ] 22 root - INFO - Initiate the data validation
[ 2026-01-18 01:04:02,067 ] 33 root - INFO - Required number of columns: 2
[ 2026-01-18 01:04:02,067 ] 34 root - INFO - Data frame has columns: 31
[ 2026-01-18 01:04:02,067 ] 33 root - INFO - Required number of columns: 2
[ 2026-01-18 01:04:02,067 ] 34 root - INFO - Data frame has columns: 31
[ 2026-01-18 01:04:02,500 ] 24 root - INFO - Data Validation completed
[ 2026-01-18 01:04:02,501 ] 27 root - INFO - Data Transformation started
[ 2026-01-18 01:04:02,501 ] 56 root - INFO - Entered initiate_datat_transformation method of DataTransformation class
[ 2026-01-18 01:04:02,501 ] 58 root - INFO - Starting data transformation
[ 2026-01-18 01:04:02,560 ] 42 root - INFO - Entered get_data_transformer_object method of DataTransformation class
[ 2026-01-18 01:04:02,560 ] 47 root - INFO - Initialize KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-01-18 01:04:02,587 ] 52 root - INFO - Entered the save objected method of MainUtils class
[ 2026-01-18 01:04:02,591 ] 56 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-18 01:04:02,592 ] 52 root - INFO - Entered the save objected method of MainUtils class
[ 2026-01-18 01:04:02,595 ] 56 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-18 01:04:02,596 ] 31 root - INFO - Data Transformation completed
[ 2026-01-18 01:04:02,596 ] 33 root - INFO - Model Training started
[ 2026-01-18 14:45:32,240 ] 52 root - INFO - Entered the save objected method of MainUtils class
[ 2026-01-18 14:45:32,242 ] 56 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-18 14:45:32,242 ] 52 root - INFO - Entered the save objected method of MainUtils class
[ 2026-01-18 14:45:32,284 ] 56 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-18 14:45:32,284 ] 138 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\01_18_2026_01_03_33\\model_trainer\\trained_model\\model.pk1', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9907449552419967, precision_score=0.9887946698970321, recall_score=0.9927029492246884), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9863404689092763, precision_score=0.98413344182262, recall_score=0.9885574172456069))
[ 2026-01-18 14:45:32,289 ] 38 root - INFO - Model Training artifact created
