[ 2026-01-16 15:05:09,160 ] 15 root - INFO - Initiated the data ingestion
[ 2026-01-16 15:05:11,595 ] 62 root - INFO - Performed train test split on the dataframe
[ 2026-01-16 15:05:11,595 ] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-01-16 15:05:11,595 ] 72 root - INFO - Exporting train and test file path.
[ 2026-01-16 15:05:11,685 ] 81 root - INFO - Exported train and test file path
[ 2026-01-16 15:05:11,685 ] 17 root - INFO - Data Initation completed
[ 2026-01-16 15:05:11,690 ] 21 root - INFO - Initiate the data validation
[ 2026-01-16 15:05:11,715 ] 33 root - INFO - Required number of columns: 2
[ 2026-01-16 15:05:11,715 ] 34 root - INFO - Data frame has columns: 31
[ 2026-01-16 15:05:11,715 ] 33 root - INFO - Required number of columns: 2
[ 2026-01-16 15:05:11,715 ] 34 root - INFO - Data frame has columns: 31
[ 2026-01-16 15:05:11,914 ] 23 root - INFO - Data Validation completed
[ 2026-01-16 15:05:11,914 ] 26 root - INFO - Data Transformation started
[ 2026-01-16 15:05:11,914 ] 56 root - INFO - Entered initiate_datat_transformation method of DataTransformation class
[ 2026-01-16 15:05:11,914 ] 58 root - INFO - Starting data transformation
