[ 2026-01-16 15:07:13,654 ] 15 root - INFO - Initiated the data ingestion
[ 2026-01-16 15:07:15,929 ] 62 root - INFO - Performed train test split on the dataframe
[ 2026-01-16 15:07:15,929 ] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-01-16 15:07:15,929 ] 72 root - INFO - Exporting train and test file path.
[ 2026-01-16 15:07:16,004 ] 81 root - INFO - Exported train and test file path
[ 2026-01-16 15:07:16,004 ] 17 root - INFO - Data Initation completed
[ 2026-01-16 15:07:16,020 ] 21 root - INFO - Initiate the data validation
[ 2026-01-16 15:07:16,052 ] 33 root - INFO - Required number of columns: 2
[ 2026-01-16 15:07:16,052 ] 34 root - INFO - Data frame has columns: 31
[ 2026-01-16 15:07:16,052 ] 33 root - INFO - Required number of columns: 2
[ 2026-01-16 15:07:16,052 ] 34 root - INFO - Data frame has columns: 31
[ 2026-01-16 15:07:16,259 ] 23 root - INFO - Data Validation completed
[ 2026-01-16 15:07:16,259 ] 26 root - INFO - Data Transformation started
[ 2026-01-16 15:07:16,259 ] 56 root - INFO - Entered initiate_datat_transformation method of DataTransformation class
[ 2026-01-16 15:07:16,259 ] 58 root - INFO - Starting data transformation
[ 2026-01-16 15:07:16,292 ] 42 root - INFO - Entered get_data_transformer_object method of DataTransformation class
