[ 2026-01-16 11:50:13,323 ] 14 root - INFO - Initiated the data ingestion
[ 2026-01-16 11:50:16,690 ] 62 root - INFO - Performed train test split on the dataframe
[ 2026-01-16 11:50:16,690 ] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-01-16 11:50:16,690 ] 72 root - INFO - Exporting train and test file path.
[ 2026-01-16 11:50:16,876 ] 81 root - INFO - Exported train and test file path
[ 2026-01-16 11:50:16,881 ] 16 root - INFO - Data Initation completed
[ 2026-01-16 11:50:16,892 ] 20 root - INFO - Initiate the data validation
[ 2026-01-16 11:50:16,941 ] 33 root - INFO - Required number of columns: 2
[ 2026-01-16 11:50:16,965 ] 34 root - INFO - Data frame has columns: 31
[ 2026-01-16 11:50:16,965 ] 33 root - INFO - Required number of columns: 2
[ 2026-01-16 11:50:16,965 ] 34 root - INFO - Data frame has columns: 31
[ 2026-01-16 11:50:17,349 ] 22 root - INFO - Data validation completed
